VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TEXCOORD0.x, TEXCOORD0.y
569, 217,  0.09052,  0.40608,  0.27647,  0.18047,  0.81497,  0.55068,  0.69819,  0.75836
570, 222,  0.19264,  0.45081,  0.09482,  0.38225,  0.90462,  0.18853,  0.57145,  0.81054
571, 223,  0.09909,  0.4792,  0.09909,  0.19721,  0.96032,  0.19721,  0.62361,  0.87062
572, 220,  0.09482,  0.45081,  0.19264,  0.18853,  0.90462,  0.38225,  0.67578,  0.81054
573, 217,  0.09052,  0.40608,  0.27647,  0.18047,  0.81497,  0.55068,  0.69819,  0.75836
574, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
575, 19,  5.72205E-08,  0.35279,  0.35369,  0.00,  0.70701,  0.70721,  0.74852,  0.72467
576, 220,  0.09482,  0.45081,  0.19264,  0.18853,  0.90462,  0.38225,  0.67578,  0.81054
577, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
578, 217,  0.09052,  0.40608,  0.27647,  0.18047,  0.81497,  0.55068,  0.69819,  0.75836
579, 61, -0.08835,  0.34723,  0.34813, -0.17686,  0.69587,  0.69605,  0.78805,  0.72115
580, 19,  5.72205E-08,  0.35279,  0.35369,  0.00,  0.70701,  0.70721,  0.74852,  0.72467
581, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
582, 223,  0.09909,  0.4792,  0.09909,  0.19721,  0.96032,  0.19721,  0.62361,  0.87062
583, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
584, 220,  0.09482,  0.45081,  0.19264,  0.18853,  0.90462,  0.38225,  0.67578,  0.81054
585, 220,  0.09482,  0.45081,  0.19264,  0.18853,  0.90462,  0.38225,  0.67578,  0.81054
586, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
587, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
588, 61, -0.08835,  0.34723,  0.34813, -0.17686,  0.69587,  0.69605,  0.78805,  0.72115
589, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
590, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
591, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
592, 113,  4.76837E-08,  0.41286,  0.28115,  0.00,  0.8289,  0.5594,  0.74852,  0.76266
593, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
594, 60, -0.17071,  0.33157,  0.33247, -0.34139,  0.66465,  0.6646,  0.82396,  0.71124
595, 61, -0.08835,  0.34723,  0.34813, -0.17686,  0.69587,  0.69605,  0.78805,  0.72115
596, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
597, 223,  0.09909,  0.4792,  0.09909,  0.19721,  0.96032,  0.19721,  0.62361,  0.87062
598, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
599, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
600, 112,  0.10114,  0.48886, -3.21865E-08,  0.20145,  0.9795,  0.00,  0.49871,  0.90204
601, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
602, 223,  0.09909,  0.4792,  0.09909,  0.19721,  0.96032,  0.19721,  0.62361,  0.87062
603, 112,  0.10114,  0.48886, -3.21865E-08,  0.20145,  0.9795,  0.00,  0.49871,  0.90204
604, 398,  4.76430E-09,  0.50, -4.76837E-09,  0.00,  1.00,  0.00,  0.61977,  0.97589
605, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
606, 60, -0.17071,  0.33157,  0.33247, -0.34139,  0.66465,  0.6646,  0.82396,  0.71124
607, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
608, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
609, 59, -0.24091,  0.30909,  0.30995, -0.48036,  0.62046,  0.61991,  0.85363,  0.69699
610, 60, -0.17071,  0.33157,  0.33247, -0.34139,  0.66465,  0.6646,  0.82396,  0.71124
611, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
612, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
613, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
614, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
615, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
616, 114,  3.09944E-08,  0.4591,  0.19628,  0.00,  0.92152,  0.38834,  0.74852,  0.81624
617, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
618, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
619, 230, -0.09052,  0.40608,  0.27647, -0.18047,  0.81497,  0.55068,  0.79885,  0.75836
620, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
621, 59, -0.24091,  0.30909,  0.30995, -0.48036,  0.62046,  0.61991,  0.85363,  0.69699
622, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
623, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
624, 7, -0.28884,  0.2879,  0.28884, -0.57705,  0.57794,  0.57705,  0.87343,  0.68361
625, 59, -0.24091,  0.30909,  0.30995, -0.48036,  0.62046,  0.61991,  0.85363,  0.69699
626, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
627, 7, -0.28884,  0.2879,  0.28884, -0.57705,  0.57794,  0.57705,  0.87343,  0.68361
628, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
629, 62, -0.30995,  0.30909,  0.24091, -0.61991,  0.62046,  0.48036,  0.89322,  0.69699
630, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
631, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
632, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
633, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
634, 115,  1.54972E-08,  0.48886,  0.10114,  0.00,  0.9795,  0.20145,  0.74866,  0.90196
635, 399,  4.76430E-09,  0.50, -4.76837E-09,  0.00,  1.00,  0.00,  0.87508,  0.97314
636, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
637, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
638, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
639, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
640, 227, -0.17546,  0.38564,  0.26464, -0.34957,  0.77456,  0.52713,  0.84165,  0.74544
641, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
642, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
643, 231, -0.09482,  0.45081,  0.19264, -0.18853,  0.90462,  0.38225,  0.82126,  0.81054
644, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
645, 62, -0.30995,  0.30909,  0.24091, -0.61991,  0.62046,  0.48036,  0.89322,  0.69699
646, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
647, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
648, 224, -0.24924,  0.35386,  0.24924, -0.49622,  0.71241,  0.49622,  0.87343,  0.72535
649, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
650, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
651, 62, -0.30995,  0.30909,  0.24091, -0.61991,  0.62046,  0.48036,  0.89322,  0.69699
652, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
653, 63, -0.33247,  0.33157,  0.17071, -0.6646,  0.66465,  0.34139,  0.92289,  0.71124
654, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
655, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
656, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
657, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
658, 228, -0.18457,  0.42578,  0.18457, -0.36686,  0.85489,  0.36686,  0.87343,  0.77086
659, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
660, 63, -0.33247,  0.33157,  0.17071, -0.6646,  0.66465,  0.34139,  0.92289,  0.71124
661, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
662, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
663, 225, -0.26464,  0.38564,  0.17546, -0.52713,  0.77456,  0.34957,  0.90521,  0.74544
664, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
665, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
666, 63, -0.33247,  0.33157,  0.17071, -0.6646,  0.66465,  0.34139,  0.92289,  0.71124
667, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
668, 64, -0.34813,  0.34723,  0.08835, -0.69605,  0.69587,  0.17686,  0.95881,  0.72115
669, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
670, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
671, 118, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00,  0.99786,  0.8991
672, 232, -0.09909,  0.4792,  0.09909, -0.19721,  0.96032,  0.19721,  0.87343,  0.87664
673, 400,  4.76430E-09,  0.50, -4.76837E-09,  0.00,  1.00,  0.00,  0.87508,  0.97314
674, 118, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00,  0.99786,  0.8991
675, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
676, 118, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00,  0.99786,  0.8991
677, 117, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00,  0.99833,  0.81624
678, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
679, 229, -0.19264,  0.45081,  0.09482, -0.38225,  0.90462,  0.18853,  0.92559,  0.81054
680, 117, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00,  0.99833,  0.81624
681, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
682, 117, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00,  0.99833,  0.81624
683, 116, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00,  0.99833,  0.76266
684, 64, -0.34813,  0.34723,  0.08835, -0.69605,  0.69587,  0.17686,  0.95881,  0.72115
685, 226, -0.27647,  0.40608,  0.09052, -0.55068,  0.81497,  0.18047,  0.94801,  0.75836
686, 116, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00,  0.99833,  0.76266
687, 64, -0.34813,  0.34723,  0.08835, -0.69605,  0.69587,  0.17686,  0.95881,  0.72115
688, 116, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00,  0.99833,  0.76266
689, 20, -0.35369,  0.35279,  0.00, -0.70721,  0.70701,  0.00,  0.99833,  0.72467
690, 65, -0.30995,  0.30909, -0.24091, -0.61991,  0.62046, -0.48036,  0.10419,  0.69699
691, 68, -0.24091,  0.30909, -0.30995, -0.48036,  0.62046, -0.61991,  0.14378,  0.69699
692, 6, -0.28884,  0.2879, -0.28884, -0.57705,  0.57794, -0.57705,  0.12399,  0.68361
693, 65, -0.30995,  0.30909, -0.24091, -0.61991,  0.62046, -0.48036,  0.10419,  0.69699
694, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
695, 68, -0.24091,  0.30909, -0.30995, -0.48036,  0.62046, -0.61991,  0.14378,  0.69699
696, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
697, 69, -0.17071,  0.33157, -0.33247, -0.34139,  0.66465, -0.6646,  0.17345,  0.71124
698, 68, -0.24091,  0.30909, -0.30995, -0.48036,  0.62046, -0.61991,  0.14378,  0.69699
699, 66, -0.33247,  0.33157, -0.17071, -0.6646,  0.66465, -0.34139,  0.07452,  0.71124
700, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
701, 65, -0.30995,  0.30909, -0.24091, -0.61991,  0.62046, -0.48036,  0.10419,  0.69699
702, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
703, 234, -0.17546,  0.38564, -0.26464, -0.34956,  0.77456, -0.52713,  0.15577,  0.74544
704, 69, -0.17071,  0.33157, -0.33247, -0.34139,  0.66465, -0.6646,  0.17345,  0.71124
705, 66, -0.33247,  0.33157, -0.17071, -0.6646,  0.66465, -0.34139,  0.07452,  0.71124
706, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
707, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
708, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
709, 234, -0.17546,  0.38564, -0.26464, -0.34956,  0.77456, -0.52713,  0.15577,  0.74544
710, 233, -0.24924,  0.35386, -0.24924, -0.49622,  0.71241, -0.49622,  0.12399,  0.72535
711, 67, -0.34813,  0.34723, -0.08835, -0.69605,  0.69587, -0.17686,  0.03861,  0.72115
712, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
713, 66, -0.33247,  0.33157, -0.17071, -0.6646,  0.66465, -0.34139,  0.07452,  0.71124
714, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
715, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
716, 234, -0.17546,  0.38564, -0.26464, -0.34956,  0.77456, -0.52713,  0.15577,  0.74544
717, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
718, 235, -0.09052,  0.40608, -0.27647, -0.18047,  0.81497, -0.55068,  0.19857,  0.75836
719, 234, -0.17546,  0.38564, -0.26464, -0.34956,  0.77456, -0.52713,  0.15577,  0.74544
720, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
721, 238, -0.09482,  0.45081, -0.19264, -0.18853,  0.90462, -0.38225,  0.17615,  0.81054
722, 235, -0.09052,  0.40608, -0.27647, -0.18047,  0.81497, -0.55068,  0.19857,  0.75836
723, 67, -0.34813,  0.34723, -0.08835, -0.69605,  0.69587, -0.17686,  0.03861,  0.72115
724, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
725, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
726, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
727, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
728, 236, -0.26464,  0.38564, -0.17546, -0.52713,  0.77456, -0.34957,  0.0922,  0.74544
729, 401, -0.35369,  0.35279,  0.00, -0.70721,  0.70701,  0.00, -0.00092,  0.72467
730, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
731, 67, -0.34813,  0.34723, -0.08835, -0.69605,  0.69587, -0.17686,  0.03861,  0.72115
732, 401, -0.35369,  0.35279,  0.00, -0.70721,  0.70701,  0.00, -0.00092,  0.72467
733, 402, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00, -0.00092,  0.76266
734, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
735, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
736, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
737, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
738, 402, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00, -0.00092,  0.76266
739, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
740, 239, -0.27647,  0.40608, -0.09052, -0.55068,  0.81497, -0.18047,  0.04941,  0.75836
741, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
742, 238, -0.09482,  0.45081, -0.19264, -0.18853,  0.90462, -0.38225,  0.17615,  0.81054
743, 237, -0.18457,  0.42578, -0.18457, -0.36686,  0.85489, -0.36686,  0.12399,  0.77086
744, 402, -0.28115,  0.41286,  0.00, -0.5594,  0.8289,  0.00, -0.00092,  0.76266
745, 403, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00, -0.00092,  0.81624
746, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
747, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
748, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
749, 238, -0.09482,  0.45081, -0.19264, -0.18853,  0.90462, -0.38225,  0.17615,  0.81054
750, 403, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00, -0.00092,  0.81624
751, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
752, 240, -0.19264,  0.45081, -0.09482, -0.38225,  0.90462, -0.18853,  0.07182,  0.81054
753, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
754, 120, -8.58307E-08,  0.4591, -0.19628,  0.00,  0.92152, -0.38834,  0.24889,  0.81624
755, 238, -0.09482,  0.45081, -0.19264, -0.18853,  0.90462, -0.38225,  0.17615,  0.81054
756, 403, -0.19628,  0.4591,  0.00, -0.38834,  0.92152,  0.00, -0.00092,  0.81624
757, 404, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00, -0.00092,  0.90204
758, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
759, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
760, 121, -4.41074E-08,  0.48886, -0.10114,  0.00,  0.9795, -0.20145,  0.24889,  0.90204
761, 120, -8.58307E-08,  0.4591, -0.19628,  0.00,  0.92152, -0.38834,  0.24889,  0.81624
762, 404, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00, -0.00092,  0.90204
763, 121, -4.41074E-08,  0.48886, -0.10114,  0.00,  0.9795, -0.20145,  0.24889,  0.90204
764, 241, -0.09909,  0.4792, -0.09909, -0.19721,  0.96032, -0.19721,  0.12399,  0.87062
765, 404, -0.10114,  0.48886,  0.00, -0.20145,  0.9795,  0.00, -0.00092,  0.90204
766, 405,  4.76430E-09,  0.50, -4.76837E-09,  0.00,  1.00,  0.00,  0.12947,  0.97176
767, 121, -4.41074E-08,  0.48886, -0.10114,  0.00,  0.9795, -0.20145,  0.24889,  0.90204
768, 411,  0.3089, -0.3089,  0.24019,  0.62011, -0.62011,  0.48054,  0.60382,  0.30481
769, 74,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
770, 412,  0.28783, -0.28783,  0.28783,  0.57735, -0.57735,  0.57735,  0.62361,  0.31819
771, 411,  0.3089, -0.3089,  0.24019,  0.62011, -0.62011,  0.48054,  0.60382,  0.30481
772, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
773, 74,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
774, 413,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
775, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
776, 411,  0.3089, -0.3089,  0.24019,  0.62011, -0.62011,  0.48054,  0.60382,  0.30481
777, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
778, 75,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
779, 74,  0.3089, -0.24019,  0.3089,  0.62011, -0.48054,  0.62011,  0.62361,  0.34843
780, 413,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
781, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
782, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
783, 414,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
784, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
785, 413,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
786, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
787, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
788, 75,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
789, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
790, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
791, 251,  0.35359, -0.2485,  0.2485,  0.71223, -0.49635,  0.49635,  0.59613,  0.34315
792, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
793, 76,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
794, 75,  0.33135, -0.17014,  0.33135,  0.6647, -0.3411,  0.6647,  0.62361,  0.3929
795, 414,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
796, 257,  0.40558, -0.2755,  0.09021,  0.81484, -0.55085,  0.18054,  0.53351,  0.32602
797, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
798, 410,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
799, 257,  0.40558, -0.2755,  0.09021,  0.81484, -0.55085,  0.18054,  0.53351,  0.32602
800, 414,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
801, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
802, 253,  0.40558, -0.09021,  0.2755,  0.81456, -0.18777,  0.54884,  0.5936,  0.44363
803, 76,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
804, 253,  0.40558, -0.09021,  0.2755,  0.81456, -0.18777,  0.54884,  0.5936,  0.44363
805, 22,  0.35355, -3.12866E-11,  0.35355,  0.70708, -0.00902,  0.70708,  0.62361,  0.5009
806, 76,  0.34697, -0.08806,  0.34697,  0.69504, -0.18397,  0.69504,  0.62361,  0.445
807, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
808, 255,  0.42528, -0.18394,  0.18394,  0.85475, -0.36702,  0.36702,  0.56363,  0.38414
809, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
810, 257,  0.40558, -0.2755,  0.09021,  0.81484, -0.55085,  0.18054,  0.53351,  0.32602
811, 255,  0.42528, -0.18394,  0.18394,  0.85475, -0.36702,  0.36702,  0.56363,  0.38414
812, 254,  0.38524, -0.26371,  0.17488,  0.77461, -0.52726,  0.34924,  0.56648,  0.3335
813, 255,  0.42528, -0.18394,  0.18394,  0.85475, -0.36702,  0.36702,  0.56363,  0.38414
814, 253,  0.40558, -0.09021,  0.2755,  0.81456, -0.18777,  0.54884,  0.5936,  0.44363
815, 252,  0.38524, -0.17488,  0.26371,  0.77461, -0.34924,  0.52726,  0.59417,  0.38989
816, 410,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
817, 122,  0.41236, -0.28016, -3.81470E-08,  0.82875, -0.55962,  0.00,  0.49871,  0.32306
818, 257,  0.40558, -0.2755,  0.09021,  0.81484, -0.55085,  0.18054,  0.53351,  0.32602
819, 409,  0.34697, -0.34697, -0.08806,  0.69595, -0.69595, -0.17693,  0.45918,  0.28065
820, 122,  0.41236, -0.28016, -3.81470E-08,  0.82875, -0.55962,  0.00,  0.49871,  0.32306
821, 410,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
822, 253,  0.40558, -0.09021,  0.2755,  0.81456, -0.18777,  0.54884,  0.5936,  0.44363
823, 125,  0.41573,  2.27010E-11,  0.27779,  0.83062, -0.00856,  0.55677,  0.59361,  0.5009
824, 22,  0.35355, -3.12866E-11,  0.35355,  0.70708, -0.00902,  0.70708,  0.62361,  0.5009
825, 79,  0.34813,  0.08751,  0.34813,  0.69619,  0.17508,  0.69618,  0.62361,  0.5568
826, 22,  0.35355, -3.12866E-11,  0.35355,  0.70708, -0.00902,  0.70708,  0.62361,  0.5009
827, 125,  0.41573,  2.27010E-11,  0.27779,  0.83062, -0.00856,  0.55677,  0.59361,  0.5009
828, 255,  0.42528, -0.18394,  0.18394,  0.85475, -0.36702,  0.36702,  0.56363,  0.38414
829, 256,  0.45026, -0.09451,  0.192,  0.90378, -0.19634,  0.38031,  0.56281,  0.44091
