VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TEXCOORD0.x, TEXCOORD0.y
0, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
1, 386,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
2, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
3, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
4, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
5, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
6, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
7, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
8, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
9, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
10, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
11, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
12, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
13, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
14, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
15, 177,  0.192, -0.45026, -0.09451,  0.38282, -0.90434, -0.18873,  0.42596,  0.17527
16, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
17, 109,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
18, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
19, 109,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
20, 8,  0.00, -0.50,  0.00,  0.00, -1.00,  0.00,  0.37346,  0.02176
21, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
22, 109,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
23, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
24, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
25, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
26, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
27, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
28, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
29, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
30, 178,  0.09875, -0.47857, -0.09875,  0.19821, -0.95991, -0.19821,  0.37258,  0.13363
31, 387,  0.00, -0.50,  0.00,  0.00, -1.00,  0.00,  0.37346,  0.02176
32, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
33, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
34, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
35, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
36, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
37, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
38, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
39, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
40, 174,  0.18394, -0.42528, -0.18394,  0.36702, -0.85475, -0.36702,  0.3738,  0.21422
41, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
42, 48,  0.33135, -0.33135, -0.17014,  0.6647, -0.6647, -0.3411,  0.42326,  0.29056
43, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
44, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
45, 47,  0.3089, -0.3089, -0.24019,  0.62011, -0.62011, -0.48054,  0.3936,  0.30481
46, 48,  0.33135, -0.33135, -0.17014,  0.6647, -0.6647, -0.3411,  0.42326,  0.29056
47, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
48, 47,  0.3089, -0.3089, -0.24019,  0.62011, -0.62011, -0.48054,  0.3936,  0.30481
49, 173,  0.26371, -0.38524, -0.17488,  0.52726, -0.77461, -0.34924,  0.40558,  0.25079
50, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
51, 0,  0.28783, -0.28783, -0.28783,  0.57735, -0.57735, -0.57735,  0.3738,  0.31819
52, 47,  0.3089, -0.3089, -0.24019,  0.62011, -0.62011, -0.48054,  0.3936,  0.30481
53, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
54, 0,  0.28783, -0.28783, -0.28783,  0.57735, -0.57735, -0.57735,  0.3738,  0.31819
55, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
56, 26,  0.24019, -0.3089, -0.3089,  0.48054, -0.62011, -0.62011,  0.354,  0.30481
57, 26,  0.24019, -0.3089, -0.3089,  0.48054, -0.62011, -0.62011,  0.354,  0.30481
58, 170,  0.2485, -0.35359, -0.2485,  0.49635, -0.71223, -0.49635,  0.3738,  0.2834
59, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
60, 48,  0.33135, -0.33135, -0.17014,  0.6647, -0.6647, -0.3411,  0.42326,  0.29056
61, 49,  0.34697, -0.34697, -0.08806,  0.69595, -0.69595, -0.17693,  0.45918,  0.28065
62, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
63, 26,  0.24019, -0.3089, -0.3089,  0.48054, -0.62011, -0.62011,  0.354,  0.30481
64, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
65, 27,  0.17014, -0.33135, -0.33135,  0.3411, -0.6647, -0.6647,  0.32434,  0.29056
66, 49,  0.34697, -0.34697, -0.08806,  0.69595, -0.69595, -0.17693,  0.45918,  0.28065
67, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
68, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
69, 49,  0.34697, -0.34697, -0.08806,  0.69595, -0.69595, -0.17693,  0.45918,  0.28065
70, 17,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
71, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
72, 176,  0.2755, -0.40558, -0.09021,  0.55085, -0.81484, -0.18054,  0.44838,  0.23788
73, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
74, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
75, 27,  0.17014, -0.33135, -0.33135,  0.3411, -0.6647, -0.6647,  0.32434,  0.29056
76, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
77, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
78, 171,  0.17488, -0.38524, -0.26371,  0.34924, -0.77461, -0.52726,  0.34202,  0.25079
79, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
80, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
81, 27,  0.17014, -0.33135, -0.33135,  0.3411, -0.6647, -0.6647,  0.32434,  0.29056
82, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
83, 28,  0.08806, -0.34697, -0.34697,  0.17693, -0.69595, -0.69595,  0.28842,  0.28065
84, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
85, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
86, 17,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
87, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
88, 17,  0.35251, -0.35251,  3.81470E-08,  0.70711, -0.70711,  0.00,  0.49871,  0.27713
89, 46,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
90, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
91, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
92, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
93, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
94, 107,  0.28016, -0.41236,  3.81470E-08,  0.55962, -0.82875,  0.00,  0.49871,  0.23357
95, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
96, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
97, 108,  0.19561, -0.45855,  1.94549E-08,  0.38897, -0.92125,  0.00,  0.49871,  0.16957
98, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
99, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
100, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
101, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
102, 175,  0.09451, -0.45026, -0.192,  0.18873, -0.90434, -0.38282,  0.32164,  0.18563
103, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
104, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
105, 28,  0.08806, -0.34697, -0.34697,  0.17693, -0.69595, -0.69595,  0.28842,  0.28065
106, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
107, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
108, 172,  0.09021, -0.40558, -0.2755,  0.18054, -0.81484, -0.55085,  0.29922,  0.23788
109, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
110, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
111, 28,  0.08806, -0.34697, -0.34697,  0.17693, -0.69595, -0.69595,  0.28842,  0.28065
112, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
113, 14, -5.34055E-08, -0.35251, -0.35251,  0.00, -0.70711, -0.70711,  0.24889,  0.27713
114, 198,  0.26371, -0.38524,  0.17488,  0.52726, -0.77461,  0.34924,  0.59183,  0.25079
115, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
116, 46,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
117, 198,  0.26371, -0.38524,  0.17488,  0.52726, -0.77461,  0.34924,  0.59183,  0.25079
118, 46,  0.34697, -0.34697,  0.08806,  0.69595, -0.69595,  0.17693,  0.53823,  0.28065
119, 45,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
120, 201,  0.18394, -0.42528,  0.18394,  0.36702, -0.85475,  0.36702,  0.62361,  0.21422
121, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
122, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
123, 201,  0.18394, -0.42528,  0.18394,  0.36702, -0.85475,  0.36702,  0.62361,  0.21422
124, 199,  0.2755, -0.40558,  0.09021,  0.55085, -0.81484,  0.18054,  0.54903,  0.23788
125, 198,  0.26371, -0.38524,  0.17488,  0.52726, -0.77461,  0.34924,  0.59183,  0.25079
126, 14, -5.34055E-08, -0.35251, -0.35251,  0.00, -0.70711, -0.70711,  0.24889,  0.27713
127, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
128, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
129, 14, -5.34055E-08, -0.35251, -0.35251,  0.00, -0.70711, -0.70711,  0.24889,  0.27713
130, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
131, 31, -0.08806, -0.34697, -0.34697, -0.17693, -0.69595, -0.69595,  0.20936,  0.28065
132, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
133, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
134, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
135, 98, -1.81198E-08, -0.41236, -0.28016,  0.00, -0.82875, -0.55962,  0.24889,  0.23357
136, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
137, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
138, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
139, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
140, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
141, 99, -3.91007E-08, -0.45855, -0.19561,  0.00, -0.92125, -0.38897,  0.24889,  0.17434
142, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
143, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
144, 197,  0.2485, -0.35359,  0.2485,  0.49635, -0.71223,  0.49635,  0.62361,  0.2834
145, 198,  0.26371, -0.38524,  0.17488,  0.52726, -0.77461,  0.34924,  0.59183,  0.25079
146, 45,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
147, 197,  0.2485, -0.35359,  0.2485,  0.49635, -0.71223,  0.49635,  0.62361,  0.2834
148, 45,  0.33135, -0.33135,  0.17014,  0.6647, -0.6647,  0.3411,  0.57415,  0.29056
149, 44,  0.3089, -0.3089,  0.24019,  0.62011, -0.62011,  0.48054,  0.60382,  0.30481
150, 31, -0.08806, -0.34697, -0.34697, -0.17693, -0.69595, -0.69595,  0.20936,  0.28065
151, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
152, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
153, 31, -0.08806, -0.34697, -0.34697, -0.17693, -0.69595, -0.69595,  0.20936,  0.28065
154, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
155, 30, -0.17014, -0.33135, -0.33135, -0.3411, -0.6647, -0.6647,  0.17345,  0.29056
156, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
157, 103, -0.1008, -0.48823,  0.00, -0.20326, -0.97913,  0.00, -0.00092,  0.11112
158, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
159, 100, -1.18255E-08, -0.48823, -0.10079,  0.00, -0.97913, -0.20326,  0.24889,  0.10205
160, 388,  0.00, -0.50,  0.00,  0.00, -1.00,  0.00,  0.11942,  0.02176
161, 103, -0.1008, -0.48823,  0.00, -0.20326, -0.97913,  0.00, -0.00092,  0.11112
162, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
163, 103, -0.1008, -0.48823,  0.00, -0.20326, -0.97913,  0.00, -0.00092,  0.11112
164, 102, -0.19561, -0.45855, -3.81469E-10, -0.38897, -0.92125,  0.00, -0.00092,  0.17334
165, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
166, 102, -0.19561, -0.45855, -3.81469E-10, -0.38897, -0.92125,  0.00, -0.00092,  0.17334
167, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
168, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
169, 187, -0.09875, -0.47857, -0.09875, -0.19821, -0.95991, -0.19821,  0.1252,  0.14217
170, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
171, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
172, 102, -0.19561, -0.45855, -3.81469E-10, -0.38897, -0.92125,  0.00, -0.00092,  0.17334
173, 101, -0.28016, -0.41236,  1.90735E-08, -0.55962, -0.82875,  0.00, -0.00092,  0.23358
174, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
175, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
176, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
177, 186, -0.09451, -0.45026, -0.192, -0.18873, -0.90434, -0.38282,  0.17615,  0.18481
178, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
179, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
180, 185, -0.09021, -0.40558, -0.2755, -0.18054, -0.81484, -0.55085,  0.19857,  0.23788
181, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
182, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
183, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
184, 101, -0.28016, -0.41236,  1.90735E-08, -0.55962, -0.82875,  0.00, -0.00092,  0.23358
185, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
186, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
187, 184, -0.192, -0.45026, -0.09451, -0.38282, -0.90434, -0.18873,  0.07182,  0.18592
188, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
189, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
190, 101, -0.28016, -0.41236,  1.90735E-08, -0.55962, -0.82875,  0.00, -0.00092,  0.23358
191, 15, -0.35251, -0.35251,  0.00, -0.70711, -0.70711,  0.00, -0.00092,  0.27713
192, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
193, 15, -0.35251, -0.35251,  0.00, -0.70711, -0.70711,  0.00, -0.00092,  0.27713
194, 34, -0.34697, -0.34697, -0.08806, -0.69595, -0.69595, -0.17693,  0.03861,  0.28065
195, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
196, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
197, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
198, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
199, 181, -0.2755, -0.40558, -0.09021, -0.55085, -0.81484, -0.18054,  0.04941,  0.23788
200, 34, -0.34697, -0.34697, -0.08806, -0.69595, -0.69595, -0.17693,  0.03861,  0.28065
201, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
202, 183, -0.18394, -0.42528, -0.18394, -0.36702, -0.85475, -0.36702,  0.12399,  0.20965
203, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
204, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
205, 34, -0.34697, -0.34697, -0.08806, -0.69595, -0.69595, -0.17693,  0.03861,  0.28065
206, 33, -0.33135, -0.33135, -0.17014, -0.6647, -0.6647, -0.3411,  0.07452,  0.29056
207, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
208, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
209, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
210, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
211, 180, -0.26371, -0.38524, -0.17488, -0.52726, -0.77461, -0.34924,  0.0922,  0.25079
212, 33, -0.33135, -0.33135, -0.17014, -0.6647, -0.6647, -0.3411,  0.07452,  0.29056
213, 30, -0.17014, -0.33135, -0.33135, -0.3411, -0.6647, -0.6647,  0.17345,  0.29056
214, 182, -0.17488, -0.38524, -0.26371, -0.34924, -0.77461, -0.52726,  0.15577,  0.25079
215, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
216, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
217, 33, -0.33135, -0.33135, -0.17014, -0.6647, -0.6647, -0.3411,  0.07452,  0.29056
218, 32, -0.3089, -0.3089, -0.24019, -0.62011, -0.62011, -0.48054,  0.10419,  0.30481
219, 30, -0.17014, -0.33135, -0.33135, -0.3411, -0.6647, -0.6647,  0.17345,  0.29056
220, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
221, 29, -0.24019, -0.3089, -0.3089, -0.48054, -0.62011, -0.62011,  0.14378,  0.30481
222, 29, -0.24019, -0.3089, -0.3089, -0.48054, -0.62011, -0.62011,  0.14378,  0.30481
223, 179, -0.2485, -0.35359, -0.2485, -0.49635, -0.71223, -0.49635,  0.12399,  0.2834
224, 32, -0.3089, -0.3089, -0.24019, -0.62011, -0.62011, -0.48054,  0.10419,  0.30481
225, 29, -0.24019, -0.3089, -0.3089, -0.48054, -0.62011, -0.62011,  0.14378,  0.30481
226, 32, -0.3089, -0.3089, -0.24019, -0.62011, -0.62011, -0.48054,  0.10419,  0.30481
227, 2, -0.28783, -0.28783, -0.28783, -0.57735, -0.57735, -0.57735,  0.12399,  0.31819
228, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
229, 395,  0.00, -0.50,  0.00,  0.00, -1.00,  0.00,  0.62242,  0.01763
230, 109,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
231, 196, -0.09875, -0.47857,  0.09875, -0.19821, -0.95991,  0.19821,  0.88196,  0.13953
232, 394,  0.00, -0.50,  0.00,  0.00, -1.00,  0.00,  0.87392,  0.02038
233, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
234, 193, -0.09451, -0.45026,  0.192, -0.18873, -0.90434,  0.38282,  0.82126,  0.18185
235, 196, -0.09875, -0.47857,  0.09875, -0.19821, -0.95991,  0.19821,  0.88196,  0.13953
236, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
237, 193, -0.09451, -0.45026,  0.192, -0.18873, -0.90434,  0.38282,  0.82126,  0.18185
238, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
239, 105, -2.00272E-08, -0.45855,  0.19561,  0.00, -0.92125,  0.38897,  0.74852,  0.17434
240, 105, -2.00272E-08, -0.45855,  0.19561,  0.00, -0.92125,  0.38897,  0.74852,  0.17434
241, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
242, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
243, 106, -2.13624E-08, -0.48823,  0.10079,  0.00, -0.97913,  0.20326,  0.74852,  0.10469
244, 396,  0.10079, -0.48823, -9.53674E-09,  0.20326, -0.97913,  0.00,  0.49871,  0.09757
245, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
246, 105, -2.00272E-08, -0.45855,  0.19561,  0.00, -0.92125,  0.38897,  0.74852,  0.17434
247, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
248, 204,  0.09451, -0.45026,  0.192,  0.18873, -0.90434,  0.38282,  0.67578,  0.18308
249, 204,  0.09451, -0.45026,  0.192,  0.18873, -0.90434,  0.38282,  0.67578,  0.18308
250, 205,  0.09875, -0.47857,  0.09875,  0.19821, -0.95991,  0.19821,  0.61508,  0.13211
251, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
252, 204,  0.09451, -0.45026,  0.192,  0.18873, -0.90434,  0.38282,  0.67578,  0.18308
253, 202,  0.192, -0.45026,  0.09451,  0.38282, -0.90434,  0.18873,  0.57145,  0.18077
254, 201,  0.18394, -0.42528,  0.18394,  0.36702, -0.85475,  0.36702,  0.62361,  0.21422
255, 104,  4.76837E-08, -0.41236,  0.28016,  0.00, -0.82875,  0.55962,  0.74852,  0.23357
256, 105, -2.00272E-08, -0.45855,  0.19561,  0.00, -0.92125,  0.38897,  0.74852,  0.17434
257, 204,  0.09451, -0.45026,  0.192,  0.18873, -0.90434,  0.38282,  0.67578,  0.18308
258, 203,  0.09021, -0.40558,  0.2755,  0.18054, -0.81484,  0.55085,  0.69819,  0.23788
259, 204,  0.09451, -0.45026,  0.192,  0.18873, -0.90434,  0.38282,  0.67578,  0.18308
260, 201,  0.18394, -0.42528,  0.18394,  0.36702, -0.85475,  0.36702,  0.62361,  0.21422
